round_epochs,loss,accuracy,val_loss,val_accuracy,conv_layers,dense_hidden_layers
5,0.23685861390147891,0.9195714,0.6626614261945089,0.8121333,2,2
5,0.1456348978979247,0.9483143,0.8881604463577271,0.7880667,2,3
5,0.11130631598617349,0.96077144,1.137543510723114,0.7822,2,4
