round_epochs,loss,accuracy,val_loss,val_accuracy,conv_layers,dense_hidden_layers
5,0.3023341688088008,0.8931429,0.7579959866523742,0.76626664,1,2
5,0.13610369010354792,0.9517143,1.2227832814534505,0.73913336,1,3
5,0.10280086149722338,0.9645143,1.5007276979446411,0.7485333,1,4
5,0.08219063489586115,0.9719143,1.7726885122934977,0.74453336,2,2
5,0.07572882110191775,0.9750571,1.931321561495463,0.73693335,2,3
5,0.07513331724258272,0.9764571,2.112432677078247,0.7321333,2,4
5,0.07452055691732094,0.9766857,2.312199397277832,0.7219333,4,2
5,0.06715801233077155,0.9791143,2.604331884765625,0.7252667,4,3
5,0.06372427139625651,0.9811429,2.545944107627869,0.7348667,4,4
