round_epochs,loss,accuracy,val_loss,val_accuracy,conv_layers,dense_hidden_layers
5,0.8124630125590733,0.7122857,1.0449759720696343,0.6447778,1,2
5,0.8351883858726138,0.7040476,1.0854837640126547,0.6245,1,3
5,0.9118589633987063,0.6754048,1.0452870213190715,0.63566667,1,4
5,0.6785287035306294,0.75988096,0.8794667545424567,0.7033333,2,2
5,0.6792503917330788,0.7592143,0.9446139491928949,0.683,2,3
5,0.7468017652148292,0.7380476,0.9027941304312812,0.69255555,2,4
5,0.6173242998350235,0.78354764,0.7985278472370572,0.7301111,4,2
5,0.6265640081451053,0.7798333,0.8079889629152086,0.7288333,4,3
5,0.757139851343064,0.7335,0.9155347542762756,0.687,4,4
