round_epochs,loss,accuracy,val_loss,val_accuracy,conv_layers,dense_hidden_layers
5,0.47657882262638634,0.8316572,0.807396646865209,0.74013335,2,2
5,0.29552165652343204,0.8958,1.0078240690867106,0.72333336,2,4
5,0.19486813772576195,0.9295143,1.3288910418192545,0.71886665,2,5
